,city,state,date, pm25, o3, pm10, no2, so2, co
109421,Olympia,Washington,2021-01-01,13.0,19.0,,,,
93658,Pierre,South Dakota,2021-01-01,5.0,,,,,
22928,Atlanta,Georgia,2021-01-01,51.0,,,,,
76378,Bismarck,North Dakota,2021-01-01,21.0,13.0,8.0,7.0,7.0,1.0
48664,Saint Pau,Minnesota,2021-01-01,42.0,,,,,
100737,Salt Lake City,Utah,2021-01-01,71.0,24.0,,14.0,,
73949,Raleigh,North Carolina,2021-01-01,37.0,19.0,6.0,2.0,2.0,1.0
12887,Denver,Colorado,2021-01-01,63.0,11.0,18.0,13.0,,4.0
45377,Boston,Massachusetts,2021-01-01,23.0,20.0,,15.0,,2.0
51146,Jackson,Mississippi,2021-01-01,41.0,28.0,10.0,,,
88660,Providence,Rhode Island,2021-01-01,17.0,22.0,,12.0,,3.0
25929,Boise,Idaho,2021-01-01,49.0,,23.0,,,6.0
53651,Jefferson City,Missouri,2021-01-01,44.0,,,6.0,,2.0
56161,Helena,Montana,2021-01-01,33.0,,,,,
98120,Austin,Texas,2021-01-01,17.0,,,,,
7553,Little Rock,Arkansas,2021-01-01,14.0,12.0,,,,
58650,Lincoln,Nebraska,2021-01-01,47.0,,,,,
5140,Phoenix,Arizona,2021-01-01,67.0,26.0,67.0,,,9.0
106577,Olympia,Washington,2021-01-01,8.0,,6.0,,,
15297,Hartford,Connecticut,2021-01-01,28.0,8.0,14.0,5.0,,
42863,Annapolis,Maryland,2021-01-01,23.0,,,11.0,,
335,Montgomery,Alabama,2021-01-01,58.0,,,,,
103871,Richmond,Virginia,2021-01-01,29.0,9.0,,1.0,,
92141,Columbia,South Carolina,2021-01-01,,4.0,,,,
20289,Tallahassee,Florida,2021-01-01,39.0,,,,,
86011,Harrisburg,Pennsylvania,2021-01-01,39.0,14.0,10.0,13.0,,
83560,Salem,Oregon,2021-01-01,11.0,,,,,
34969,Topeka,Kansas,2021-01-01,42.0,24.0,12.0,,,
78836,Columbus,Ohio,2021-01-01,38.0,,,,,
29935,Indianapolis,Idiana,2021-01-01,60.0,13.0,,6.0,,4.0
81130,Oklahoma City,Oklahoma,2021-01-01,23.0,,8.0,3.0,,2.0
39812,Baton Rouge,Louisiana,2021-01-01,20.0,29.0,11.0,1.0,,1.0
17785,Dover,Delaware,2021-01-01,31.0,21.0,,,,
28450,Springfield,Illinois,2021-01-01,41.0,,,,,
40464,Augusta,Maine,2021-01-01,24.0,,,,,
2701,Juneau,Alaska,2021-01-01,60.0,,26.0,,,
101354,Montpelier,Vermont,2021-01-01,20.0,29.0,,,,1.0
37407,Frankfort,Kentucky,2021-01-01,28.0,,,,,
23327,Honolulu,Hawaii,2021-01-01,20.0,25.0,,,,
48189,Lansing,Michigan,2021-01-01,48.0,19.0,,10.0,,
32429,Des Moines,Iowa,2021-01-01,32.0,,,5.0,,
111579,Madison,Wisconsin,2021-01-01,55.0,,25.0,,,
114218,Cheyenne,Wyoming,2021-01-01,13.0,31.0,4.0,4.0,,
61035,Carson City,Nevada,2021-01-01,11.0,,,,,
65724,Concord,New Hampshire,2021-01-01,,23.0,,,1.0,1.0
66205,Trenton,New Jersey,2021-01-01,25.0,17.0,,12.0,,
69085,Santa Fe,New Mexico,2021-01-01,19.0,31.0,,4.0,,
10283,Sacramento,California,2021-01-01,39.0,,,4.0,,
95858,Nashville,Tennessee,2021-01-01,12.0,,,,,
51147,Jackson,Mississippi,2021-01-02,24.0,20.0,10.0,,,1.0
28451,Springfield,Illinois,2021-01-02,27.0,,,,,
101355,Montpelier,Vermont,2021-01-02,17.0,29.0,,,,1.0
17786,Dover,Delaware,2021-01-02,32.0,19.0,,,,
40465,Augusta,Maine,2021-01-02,29.0,,,,,
2702,Juneau,Alaska,2021-01-02,71.0,,7.0,,,
69086,Santa Fe,New Mexico,2021-01-02,29.0,31.0,,,,
39813,Baton Rouge,Louisiana,2021-01-02,30.0,19.0,8.0,1.0,2.0,1.0
12888,Denver,Colorado,2021-01-02,46.0,15.0,6.0,4.0,,1.0
95859,Nashville,Tennessee,2021-01-02,21.0,,,,,
5141,Phoenix,Arizona,2021-01-02,48.0,21.0,48.0,,,9.0
65725,Concord,New Hampshire,2021-01-02,,26.0,,,,2.0
78837,Columbus,Ohio,2021-01-02,30.0,,,,,
109422,Olympia,Washington,2021-01-02,14.0,20.0,,,,
100738,Salt Lake City,Utah,2021-01-02,64.0,21.0,,17.0,,
42864,Annapolis,Maryland,2021-01-02,32.0,,,9.0,,
48665,Saint Pau,Minnesota,2021-01-02,53.0,,,,,
15298,Hartford,Connecticut,2021-01-02,43.0,10.0,7.0,2.0,,
10284,Sacramento,California,2021-01-02,64.0,,,5.0,,
45378,Boston,Massachusetts,2021-01-02,40.0,24.0,,9.0,,1.0
48190,Lansing,Michigan,2021-01-02,61.0,19.0,,7.0,,
32430,Des Moines,Iowa,2021-01-02,56.0,,,17.0,,
61036,Carson City,Nevada,2021-01-02,19.0,,,,,
76379,Bismarck,North Dakota,2021-01-02,21.0,17.0,6.0,4.0,4.0,1.0
93659,Pierre,South Dakota,2021-01-02,9.0,,,,,
73950,Raleigh,North Carolina,2021-01-02,16.0,12.0,8.0,5.0,5.0,3.0
88661,Providence,Rhode Island,2021-01-02,46.0,25.0,,2.0,,1.0
22929,Atlanta,Georgia,2021-01-02,25.0,,,,,
81131,Oklahoma City,Oklahoma,2021-01-02,27.0,,13.0,15.0,,5.0
106578,Olympia,Washington,2021-01-02,8.0,,6.0,,,
114219,Cheyenne,Wyoming,2021-01-02,14.0,35.0,5.0,7.0,,1.0
34970,Topeka,Kansas,2021-01-02,41.0,23.0,27.0,,,
66206,Trenton,New Jersey,2021-01-02,34.0,20.0,,6.0,,
83561,Salem,Oregon,2021-01-02,9.0,,,,,
336,Montgomery,Alabama,2021-01-02,28.0,,,,,
56162,Helena,Montana,2021-01-02,31.0,,,,,
103872,Richmond,Virginia,2021-01-02,36.0,9.0,,1.0,,
98121,Austin,Texas,2021-01-02,20.0,,,,,
29936,Indianapolis,Idiana,2021-01-02,44.0,11.0,,6.0,,4.0
37408,Frankfort,Kentucky,2021-01-02,21.0,,,,,
92142,Columbia,South Carolina,2021-01-02,,11.0,,,,
53652,Jefferson City,Missouri,2021-01-02,32.0,,,7.0,,2.0
86012,Harrisburg,Pennsylvania,2021-01-02,58.0,13.0,7.0,11.0,1.0,
7554,Little Rock,Arkansas,2021-01-02,17.0,19.0,,,,
111580,Madison,Wisconsin,2021-01-02,78.0,,22.0,,,
25930,Boise,Idaho,2021-01-02,56.0,,11.0,,,6.0
23328,Honolulu,Hawaii,2021-01-02,16.0,24.0,,,,
58651,Lincoln,Nebraska,2021-01-02,70.0,,,,,
15299,Hartford,Connecticut,2021-01-03,21.0,8.0,11.0,2.0,,
337,Montgomery,Alabama,2021-01-03,38.0,,,,,
42865,Annapolis,Maryland,2021-01-03,9.0,,,11.0,,
103873,Richmond,Virginia,2021-01-03,21.0,6.0,,1.0,,
45379,Boston,Massachusetts,2021-01-03,20.0,20.0,,16.0,,2.0
32431,Des Moines,Iowa,2021-01-03,71.0,,,16.0,,
93660,Pierre,South Dakota,2021-01-03,10.0,,,,,
66207,Trenton,New Jersey,2021-01-03,20.0,14.0,,14.0,,
92143,Columbia,South Carolina,2021-01-03,,10.0,,,,
83562,Salem,Oregon,2021-01-03,7.0,,,,,
86013,Harrisburg,Pennsylvania,2021-01-03,44.0,11.0,8.0,11.0,,
81132,Oklahoma City,Oklahoma,2021-01-03,34.0,,20.0,14.0,,6.0
61037,Carson City,Nevada,2021-01-03,12.0,,,,,
17787,Dover,Delaware,2021-01-03,18.0,19.0,,,,
37409,Frankfort,Kentucky,2021-01-03,15.0,,,,,
28452,Springfield,Illinois,2021-01-03,43.0,,,,,
29937,Indianapolis,Idiana,2021-01-03,28.0,10.0,,9.0,,4.0
109423,Olympia,Washington,2021-01-03,19.0,14.0,,,,
34971,Topeka,Kansas,2021-01-03,80.0,21.0,19.0,,,
40466,Augusta,Maine,2021-01-03,25.0,,,,,
101356,Montpelier,Vermont,2021-01-03,19.0,28.0,,,,1.0
65726,Concord,New Hampshire,2021-01-03,,26.0,,,,2.0
78838,Columbus,Ohio,2021-01-03,16.0,,,,,
95860,Nashville,Tennessee,2021-01-03,25.0,,,,,
114220,Cheyenne,Wyoming,2021-01-03,13.0,35.0,9.0,,,
2703,Juneau,Alaska,2021-01-03,33.0,,11.0,,,
39814,Baton Rouge,Louisiana,2021-01-03,36.0,29.0,14.0,1.0,1.0,2.0
10285,Sacramento,California,2021-01-03,62.0,,,7.0,,
51148,Jackson,Mississippi,2021-01-03,35.0,27.0,10.0,,,1.0
7555,Little Rock,Arkansas,2021-01-03,12.0,25.0,,,,
100739,Salt Lake City,Utah,2021-01-03,50.0,9.0,,26.0,,
12889,Denver,Colorado,2021-01-03,13.0,15.0,4.0,6.0,,1.0
111581,Madison,Wisconsin,2021-01-03,72.0,,16.0,,,
48666,Saint Pau,Minnesota,2021-01-03,91.0,,,,,
106579,Olympia,Washington,2021-01-03,5.0,,8.0,,,
69087,Santa Fe,New Mexico,2021-01-03,21.0,33.0,,,,
53653,Jefferson City,Missouri,2021-01-03,43.0,,,8.0,,2.0
88662,Providence,Rhode Island,2021-01-03,13.0,21.0,,6.0,,2.0
48191,Lansing,Michigan,2021-01-03,44.0,23.0,,4.0,,
76380,Bismarck,North Dakota,2021-01-03,14.0,19.0,5.0,5.0,5.0,1.0
25931,Boise,Idaho,2021-01-03,11.0,,10.0,,,6.0
23329,Honolulu,Hawaii,2021-01-03,10.0,19.0,,,,
73951,Raleigh,North Carolina,2021-01-03,22.0,16.0,5.0,2.0,2.0,2.0
56163,Helena,Montana,2021-01-03,22.0,,,,,
22930,Atlanta,Georgia,2021-01-03,38.0,,,,,
5142,Phoenix,Arizona,2021-01-03,41.0,22.0,41.0,,,9.0
58652,Lincoln,Nebraska,2021-01-03,70.0,,,,,
98122,Austin,Texas,2021-01-03,28.0,,,,,
53654,Jefferson City,Missouri,2021-01-04,49.0,,,15.0,,3.0
88663,Providence,Rhode Island,2021-01-04,32.0,21.0,,5.0,,1.0
81133,Oklahoma City,Oklahoma,2021-01-04,53.0,,19.0,15.0,,6.0
95861,Nashville,Tennessee,2021-01-04,26.0,,,,,
25932,Boise,Idaho,2021-01-04,11.0,,11.0,,,5.0
39815,Baton Rouge,Louisiana,2021-01-04,43.0,35.0,15.0,2.0,1.0,2.0
37410,Frankfort,Kentucky,2021-01-04,24.0,,,,,
66208,Trenton,New Jersey,2021-01-04,24.0,18.0,,9.0,,
22931,Atlanta,Georgia,2021-01-04,24.0,,,,,
29938,Indianapolis,Idiana,2021-01-04,40.0,17.0,,15.0,,6.0
10286,Sacramento,California,2021-01-04,68.0,,,2.0,,
32432,Des Moines,Iowa,2021-01-04,79.0,,,5.0,,
103874,Richmond,Virginia,2021-01-04,17.0,7.0,,2.0,,
58653,Lincoln,Nebraska,2021-01-04,35.0,,,,,
23330,Honolulu,Hawaii,2021-01-04,13.0,17.0,,,,
106580,Olympia,Washington,2021-01-04,15.0,,9.0,,,
338,Montgomery,Alabama,2021-01-04,36.0,,,,,
7556,Little Rock,Arkansas,2021-01-04,24.0,26.0,,,,
92144,Columbia,South Carolina,2021-01-04,,21.0,,,,1.0
114221,Cheyenne,Wyoming,2021-01-04,8.0,32.0,6.0,7.0,1.0,
86014,Harrisburg,Pennsylvania,2021-01-04,49.0,11.0,6.0,13.0,,
83563,Salem,Oregon,2021-01-04,11.0,,,,,
98123,Austin,Texas,2021-01-04,34.0,,,,,
51149,Jackson,Mississippi,2021-01-04,29.0,30.0,15.0,,1.0,2.0
34972,Topeka,Kansas,2021-01-04,64.0,24.0,9.0,,,
111582,Madison,Wisconsin,2021-01-04,59.0,,12.0,,,
56164,Helena,Montana,2021-01-04,13.0,,,,,
17788,Dover,Delaware,2021-01-04,25.0,14.0,,,,
101357,Montpelier,Vermont,2021-01-04,22.0,25.0,,,,1.0
78839,Columbus,Ohio,2021-01-04,27.0,,,,,
65727,Concord,New Hampshire,2021-01-04,,24.0,,,,2.0
12890,Denver,Colorado,2021-01-04,9.0,11.0,13.0,8.0,,2.0
100740,Salt Lake City,Utah,2021-01-04,52.0,10.0,,27.0,,
40467,Augusta,Maine,2021-01-04,27.0,,,,,
48192,Lansing,Michigan,2021-01-04,41.0,23.0,,3.0,,
2704,Juneau,Alaska,2021-01-04,48.0,,3.0,,,
73952,Raleigh,North Carolina,2021-01-04,19.0,10.0,7.0,6.0,6.0,3.0
69088,Santa Fe,New Mexico,2021-01-04,11.0,32.0,,,,
42866,Annapolis,Maryland,2021-01-04,24.0,,,14.0,,
45380,Boston,Massachusetts,2021-01-04,38.0,19.0,,12.0,,2.0
48667,Saint Pau,Minnesota,2021-01-04,58.0,,,,,
61038,Carson City,Nevada,2021-01-04,10.0,,,,,
76381,Bismarck,North Dakota,2021-01-04,8.0,19.0,7.0,5.0,5.0,1.0
5143,Phoenix,Arizona,2021-01-04,41.0,20.0,41.0,,,8.0
93661,Pierre,South Dakota,2021-01-04,5.0,,,,,
28453,Springfield,Illinois,2021-01-04,52.0,,,,,
109424,Olympia,Washington,2021-01-04,23.0,19.0,,,,
15300,Hartford,Connecticut,2021-01-04,35.0,10.0,12.0,3.0,,
103752,Richmond,Virginia,2021-01-05,26.0,8.0,,2.0,,
78719,Columbus,Ohio,2021-01-05,29.0,,,,,
98002,Austin,Texas,2021-01-05,33.0,,,,,
22458,Tallahassee,Florida,2021-01-05,,14.0,,,,
17679,Dover,Delaware,2021-01-05,40.0,17.0,,,,
10171,Sacramento,California,2021-01-05,33.0,,,7.0,,
71449,Albany,New York,2021-01-05,46.0,,,,,
92022,Columbia,South Carolina,2021-01-05,,20.0,,,,1.0
76259,Bismarck,North Dakota,2021-01-05,9.0,15.0,10.0,7.0,7.0,1.0
45258,Boston,Massachusetts,2021-01-05,32.0,21.0,,18.0,,2.0
65706,Concord,New Hampshire,2021-01-05,,24.0,,,1.0,1.0
48072,Lansing,Michigan,2021-01-05,46.0,16.0,,5.0,,
93540,Pierre,South Dakota,2021-01-05,9.0,,,,,
48547,Saint Pau,Minnesota,2021-01-05,58.0,,,,,
58534,Lincoln,Nebraska,2021-01-05,30.0,,,,,
68966,Santa Fe,New Mexico,2021-01-05,19.0,39.0,,,,
34857,Topeka,Kansas,2021-01-05,27.0,26.0,8.0,,,
81011,Oklahoma City,Oklahoma,2021-01-05,45.0,,21.0,17.0,,8.0
53532,Jefferson City,Missouri,2021-01-05,58.0,,,14.0,,3.0
66086,Trenton,New Jersey,2021-01-05,20.0,17.0,,11.0,,
109304,Olympia,Washington,2021-01-05,32.0,14.0,,,,
2585,Juneau,Alaska,2021-01-05,21.0,,3.0,,,
73830,Raleigh,North Carolina,2021-01-05,20.0,21.0,14.0,9.0,9.0,5.0
95740,Nashville,Tennessee,2021-01-05,47.0,,,,,
111460,Madison,Wisconsin,2021-01-05,44.0,,18.0,,1.0,
12768,Denver,Colorado,2021-01-05,18.0,12.0,19.0,13.0,,4.0
5021,Phoenix,Arizona,2021-01-05,55.0,20.0,55.0,,,9.0
39694,Baton Rouge,Louisiana,2021-01-05,39.0,30.0,16.0,3.0,,3.0
101235,Montpelier,Vermont,2021-01-05,37.0,23.0,,,,1.0
56042,Helena,Montana,2021-01-05,23.0,,,,,
42750,Annapolis,Maryland,2021-01-05,20.0,,,14.0,,
51027,Jackson,Mississippi,2021-01-05,39.0,27.0,21.0,,1.0,4.0
83441,Salem,Oregon,2021-01-05,11.0,,,,,
37290,Frankfort,Kentucky,2021-01-05,42.0,,,,,
100618,Salt Lake City,Utah,2021-01-05,50.0,25.0,,11.0,,
40347,Augusta,Maine,2021-01-05,27.0,,,,,
7436,Little Rock,Arkansas,2021-01-05,25.0,24.0,,,,
60918,Carson City,Nevada,2021-01-05,12.0,,,,,
85898,Harrisburg,Pennsylvania,2021-01-05,33.0,12.0,8.0,12.0,9.0,
15178,Hartford,Connecticut,2021-01-05,35.0,10.0,14.0,4.0,,
23215,Honolulu,Hawaii,2021-01-05,16.0,19.0,,,,
28331,Springfield,Illinois,2021-01-05,46.0,,,,,
218,Montgomery,Alabama,2021-01-05,50.0,,,,,
25818,Boise,Idaho,2021-01-05,17.0,,13.0,,,6.0
29816,Indianapolis,Idiana,2021-01-05,55.0,12.0,,15.0,,5.0
88545,Providence,Rhode Island,2021-01-05,18.0,23.0,,4.0,,1.0
32310,Des Moines,Iowa,2021-01-05,52.0,,,14.0,,
22809,Atlanta,Georgia,2021-01-05,30.0,,,,,
114099,Cheyenne,Wyoming,2021-01-05,9.0,31.0,6.0,3.0,,
106458,Olympia,Washington,2021-01-05,19.0,,7.0,,,
39695,Baton Rouge,Louisiana,2021-01-06,42.0,30.0,15.0,2.0,,2.0
48073,Lansing,Michigan,2021-01-06,64.0,21.0,,4.0,,
85899,Harrisburg,Pennsylvania,2021-01-06,50.0,22.0,5.0,5.0,,
25819,Boise,Idaho,2021-01-06,25.0,,18.0,,,6.0
76260,Bismarck,North Dakota,2021-01-06,13.0,15.0,17.0,5.0,5.0,1.0
2586,Juneau,Alaska,2021-01-06,13.0,,4.0,,,
45259,Boston,Massachusetts,2021-01-06,31.0,21.0,,14.0,,2.0
51028,Jackson,Mississippi,2021-01-06,47.0,24.0,15.0,,1.0,1.0
58535,Lincoln,Nebraska,2021-01-06,16.0,,,,,
23216,Honolulu,Hawaii,2021-01-06,13.0,17.0,,,,
73831,Raleigh,North Carolina,2021-01-06,43.0,19.0,7.0,5.0,5.0,2.0
66087,Trenton,New Jersey,2021-01-06,25.0,26.0,,6.0,,
28332,Springfield,Illinois,2021-01-06,51.0,,,,,
219,Montgomery,Alabama,2021-01-06,49.0,,,,,
103753,Richmond,Virginia,2021-01-06,33.0,11.0,,2.0,,
60919,Carson City,Nevada,2021-01-06,11.0,,,,,
56043,Helena,Montana,2021-01-06,19.0,,,,,
15179,Hartford,Connecticut,2021-01-06,40.0,11.0,9.0,1.0,,
40348,Augusta,Maine,2021-01-06,13.0,,,,,
20171,Tallahassee,Florida,2021-01-06,44.0,12.0,,,,
106459,Olympia,Washington,2021-01-06,9.0,,8.0,,,
109305,Olympia,Washington,2021-01-06,39.0,13.0,,,,
68967,Santa Fe,New Mexico,2021-01-06,29.0,34.0,,,,
111461,Madison,Wisconsin,2021-01-06,65.0,,21.0,,,
83442,Salem,Oregon,2021-01-06,13.0,,,,,
7437,Little Rock,Arkansas,2021-01-06,26.0,16.0,,,,
37291,Frankfort,Kentucky,2021-01-06,46.0,,,,,
65689,Concord,New Hampshire,2021-01-06,,25.0,73.0,,1.0,1.0
32311,Des Moines,Iowa,2021-01-06,40.0,,,10.0,,
88546,Providence,Rhode Island,2021-01-06,18.0,24.0,,4.0,,1.0
81012,Oklahoma City,Oklahoma,2021-01-06,35.0,,11.0,6.0,,3.0
93541,Pierre,South Dakota,2021-01-06,11.0,,,,,
17680,Dover,Delaware,2021-01-06,49.0,24.0,,,,
29817,Indianapolis,Idiana,2021-01-06,54.0,12.0,,17.0,,5.0
114100,Cheyenne,Wyoming,2021-01-06,7.0,34.0,4.0,1.0,,
100619,Salt Lake City,Utah,2021-01-06,22.0,16.0,,24.0,,
48548,Saint Pau,Minnesota,2021-01-06,53.0,,,,,
34858,Topeka,Kansas,2021-01-06,20.0,21.0,7.0,,,
95741,Nashville,Tennessee,2021-01-06,41.0,,,,,
101236,Montpelier,Vermont,2021-01-06,48.0,25.0,,,,1.0
53533,Jefferson City,Missouri,2021-01-06,45.0,,,16.0,,3.0
98003,Austin,Texas,2021-01-06,34.0,,,,,
5022,Phoenix,Arizona,2021-01-06,48.0,21.0,48.0,,,8.0
22810,Atlanta,Georgia,2021-01-06,34.0,,,,,
92023,Columbia,South Carolina,2021-01-06,,27.0,,,,
10172,Sacramento,California,2021-01-06,25.0,,,8.0,,
12769,Denver,Colorado,2021-01-06,29.0,10.0,11.0,9.0,,2.0
42751,Annapolis,Maryland,2021-01-06,38.0,,,7.0,,
78720,Columbus,Ohio,2021-01-06,41.0,,,,,
20172,Tallahassee,Florida,2021-01-07,45.0,11.0,,,,
25820,Boise,Idaho,2021-01-07,19.0,,13.0,,,7.0
88547,Providence,Rhode Island,2021-01-07,18.0,25.0,,4.0,,1.0
81013,Oklahoma City,Oklahoma,2021-01-07,23.0,,11.0,5.0,,3.0
29818,Indianapolis,Idiana,2021-01-07,54.0,12.0,,15.0,,5.0
93542,Pierre,South Dakota,2021-01-07,23.0,,,,,
51029,Jackson,Mississippi,2021-01-07,36.0,24.0,11.0,,,1.0
40349,Augusta,Maine,2021-01-07,17.0,,,,,
42752,Annapolis,Maryland,2021-01-07,18.0,,,10.0,,
17681,Dover,Delaware,2021-01-07,27.0,27.0,,,,
34859,Topeka,Kansas,2021-01-07,20.0,19.0,16.0,,,
220,Montgomery,Alabama,2021-01-07,50.0,,,,,
100620,Salt Lake City,Utah,2021-01-07,31.0,21.0,,25.0,,
32312,Des Moines,Iowa,2021-01-07,61.0,,,10.0,,
98004,Austin,Texas,2021-01-07,27.0,,,,,
48074,Lansing,Michigan,2021-01-07,23.0,24.0,,6.0,,
76261,Bismarck,North Dakota,2021-01-07,52.0,10.0,17.0,4.0,4.0,1.0
12770,Denver,Colorado,2021-01-07,16.0,4.0,28.0,14.0,,4.0
63610,Concord,New Hampshire,2021-01-07,49.0,25.0,30.0,,1.0,1.0
28333,Springfield,Illinois,2021-01-07,51.0,,,,,
48549,Saint Pau,Minnesota,2021-01-07,76.0,,,,,
106460,Olympia,Washington,2021-01-07,17.0,,13.0,,,
53534,Jefferson City,Missouri,2021-01-07,58.0,,,8.0,,1.0
10173,Sacramento,California,2021-01-07,56.0,,,4.0,,
22811,Atlanta,Georgia,2021-01-07,37.0,,,,,
83443,Salem,Oregon,2021-01-07,15.0,,,,,
68968,Santa Fe,New Mexico,2021-01-07,26.0,32.0,,,,
58536,Lincoln,Nebraska,2021-01-07,26.0,,,,,
7438,Little Rock,Arkansas,2021-01-07,29.0,20.0,,,,
109306,Olympia,Washington,2021-01-07,40.0,26.0,,,,
111462,Madison,Wisconsin,2021-01-07,71.0,,19.0,,,
92024,Columbia,South Carolina,2021-01-07,,21.0,,,1.0,
37292,Frankfort,Kentucky,2021-01-07,42.0,,,,,
39696,Baton Rouge,Louisiana,2021-01-07,35.0,24.0,8.0,2.0,,1.0
66088,Trenton,New Jersey,2021-01-07,15.0,27.0,,5.0,,
60920,Carson City,Nevada,2021-01-07,16.0,,,,,
95742,Nashville,Tennessee,2021-01-07,43.0,,,,,
45260,Boston,Massachusetts,2021-01-07,33.0,23.0,,12.0,,2.0
56044,Helena,Montana,2021-01-07,25.0,,,,,
5023,Phoenix,Arizona,2021-01-07,53.0,17.0,53.0,,,9.0
73832,Raleigh,North Carolina,2021-01-07,27.0,13.0,12.0,8.0,8.0,3.0
101237,Montpelier,Vermont,2021-01-07,28.0,28.0,,,1.0,1.0
2587,Juneau,Alaska,2021-01-07,13.0,,2.0,,,
78721,Columbus,Ohio,2021-01-07,48.0,,,,,
103754,Richmond,Virginia,2021-01-07,28.0,12.0,,6.0,,
15180,Hartford,Connecticut,2021-01-07,25.0,12.0,7.0,1.0,,
85900,Harrisburg,Pennsylvania,2021-01-07,24.0,27.0,5.0,7.0,,
23217,Honolulu,Hawaii,2021-01-07,15.0,19.0,,,,
114101,Cheyenne,Wyoming,2021-01-07,9.0,32.0,8.0,5.0,,
37293,Frankfort,Kentucky,2021-01-08,36.0,,,,,
25821,Boise,Idaho,2021-01-08,24.0,,14.0,,,7.0
109307,Olympia,Washington,2021-01-08,35.0,18.0,,,,
111463,Madison,Wisconsin,2021-01-08,60.0,,13.0,,,
60921,Carson City,Nevada,2021-01-08,13.0,,,,,
39697,Baton Rouge,Louisiana,2021-01-08,21.0,25.0,8.0,1.0,2.0,1.0
221,Montgomery,Alabama,2021-01-08,47.0,,,,,
7439,Little Rock,Arkansas,2021-01-08,24.0,22.0,,,,
58537,Lincoln,Nebraska,2021-01-08,53.0,,,,,
56045,Helena,Montana,2021-01-08,35.0,,,,,
63611,Concord,New Hampshire,2021-01-08,18.0,26.0,8.0,,1.0,1.0
68969,Santa Fe,New Mexico,2021-01-08,17.0,34.0,,,,
28334,Springfield,Illinois,2021-01-08,30.0,,,,,
83444,Salem,Oregon,2021-01-08,28.0,,,,,
5024,Phoenix,Arizona,2021-01-08,63.0,13.0,63.0,,,10.0
76262,Bismarck,North Dakota,2021-01-08,58.0,12.0,18.0,7.0,7.0,2.0
114102,Cheyenne,Wyoming,2021-01-08,13.0,32.0,5.0,2.0,,
78722,Columbus,Ohio,2021-01-08,31.0,,,,,
71450,Albany,New York,2021-01-08,17.0,,,,,
53535,Jefferson City,Missouri,2021-01-08,42.0,,,6.0,,2.0
73833,Raleigh,North Carolina,2021-01-08,32.0,26.0,10.0,2.0,2.0,1.0
23218,Honolulu,Hawaii,2021-01-08,14.0,25.0,,,,
106461,Olympia,Washington,2021-01-08,42.0,,10.0,,,
48550,Saint Pau,Minnesota,2021-01-08,74.0,,,,,
103755,Richmond,Virginia,2021-01-08,40.0,10.0,,3.0,,
12771,Denver,Colorado,2021-01-08,39.0,12.0,18.0,11.0,,3.0
48075,Lansing,Michigan,2021-01-08,24.0,22.0,,3.0,,
100621,Salt Lake City,Utah,2021-01-08,60.0,11.0,,29.0,,
85901,Harrisburg,Pennsylvania,2021-01-08,20.0,20.0,8.0,13.0,7.0,
98005,Austin,Texas,2021-01-08,15.0,,,,,
2588,Juneau,Alaska,2021-01-08,12.0,,4.0,,,
17682,Dover,Delaware,2021-01-08,25.0,16.0,,,,
15181,Hartford,Connecticut,2021-01-08,18.0,10.0,10.0,4.0,,
101238,Montpelier,Vermont,2021-01-08,17.0,28.0,,,,1.0
10174,Sacramento,California,2021-01-08,57.0,,,5.0,,
45261,Boston,Massachusetts,2021-01-08,33.0,23.0,,15.0,,2.0
93543,Pierre,South Dakota,2021-01-08,40.0,,,,,
20173,Tallahassee,Florida,2021-01-08,44.0,9.0,,,,
42753,Annapolis,Maryland,2021-01-08,14.0,,,15.0,,
29819,Indianapolis,Idiana,2021-01-08,43.0,13.0,,13.0,,4.0
40350,Augusta,Maine,2021-01-08,21.0,,,,,
34860,Topeka,Kansas,2021-01-08,52.0,23.0,18.0,,,
95743,Nashville,Tennessee,2021-01-08,33.0,,,,,
22812,Atlanta,Georgia,2021-01-08,36.0,,,,,
92025,Columbia,South Carolina,2021-01-08,,19.0,,,,
81014,Oklahoma City,Oklahoma,2021-01-08,35.0,,20.0,9.0,,5.0
66089,Trenton,New Jersey,2021-01-08,13.0,20.0,,18.0,,
51030,Jackson,Mississippi,2021-01-08,34.0,22.0,12.0,,1.0,1.0
32313,Des Moines,Iowa,2021-01-08,71.0,,,7.0,,
88548,Providence,Rhode Island,2021-01-08,16.0,25.0,,9.0,,2.0
106462,Olympia,Washington,2021-01-09,25.0,,11.0,,,
40351,Augusta,Maine,2021-01-09,22.0,,,,,
63612,Concord,New Hampshire,2021-01-09,18.0,28.0,7.0,,1.0,1.0
101239,Montpelier,Vermont,2021-01-09,17.0,32.0,,,1.0,1.0
39698,Baton Rouge,Louisiana,2021-01-09,24.0,25.0,10.0,1.0,1.0,1.0
48076,Lansing,Michigan,2021-01-09,30.0,19.0,,11.0,,
42754,Annapolis,Maryland,2021-01-09,23.0,,,7.0,,
15182,Hartford,Connecticut,2021-01-09,23.0,15.0,8.0,1.0,,
2589,Juneau,Alaska,2021-01-09,13.0,,3.0,,,
28335,Springfield,Illinois,2021-01-09,36.0,,,,,
10175,Sacramento,California,2021-01-09,64.0,,,5.0,,
45262,Boston,Massachusetts,2021-01-09,32.0,25.0,,17.0,,2.0
