,city,state,date, pm25, o3, pm10, no2, so2, co
58424,Lincoln,Nebraska,2021-05-11,25.0,,,,,
28220,Springfield,Illinois,2021-05-11,34.0,,,,,
111349,Madison,Wisconsin,2021-05-11,14.0,27.0,7.0,,,
106347,Olympia,Washington,2021-05-11,11.0,32.0,,,,
22698,Atlanta,Georgia,2021-05-11,30.0,33.0,,,1.0,
100507,Salt Lake City,Utah,2021-05-11,9.0,30.0,,5.0,,
95629,Nashville,Tennessee,2021-05-11,27.0,,,,,
78010,Bismarck,North Dakota,2021-05-11,,38.0,17.0,3.0,3.0,1.0
20060,Tallahassee,Florida,2021-05-11,28.0,10.0,,,,
15067,Hartford,Connecticut,2021-05-11,16.0,14.0,8.0,1.0,,
78610,Columbus,Ohio,2021-05-11,14.0,26.0,,,,
40236,Augusta,Maine,2021-05-11,16.0,,,,,
42639,Annapolis,Maryland,2021-05-11,17.0,,,7.0,,
73720,Raleigh,North Carolina,2021-05-11,33.0,37.0,10.0,3.0,3.0,1.0
48440,Saint Pau,Minnesota,2021-05-11,16.0,,,,,
23165,Honolulu,Hawaii,2021-05-11,21.0,27.0,,,,
111350,Madison,Wisconsin,2021-05-12,12.0,34.0,10.0,,,
34747,Topeka,Kansas,2021-05-12,46.0,37.0,16.0,,,
103642,Richmond,Virginia,2021-05-12,22.0,14.0,,1.0,,
91914,Columbia,South Carolina,2021-05-12,,28.0,,,,1.0
63500,Concord,New Hampshire,2021-05-12,9.0,32.0,5.0,,1.0,1.0
48013,Lansing,Michigan,2021-05-12,11.0,30.0,,6.0,,
65979,Trenton,New Jersey,2021-05-12,31.0,31.0,,2.0,,
60830,Carson City,Nevada,2021-05-12,21.0,54.0,,,,
25710,Boise,Idaho,2021-05-12,13.0,,16.0,,1.0,4.0
42640,Annapolis,Maryland,2021-05-12,16.0,,,8.0,,
58425,Lincoln,Nebraska,2021-05-12,28.0,,,,,
2480,Juneau,Alaska,2021-05-12,11.0,,2.0,,,
10083,Sacramento,California,2021-05-12,19.0,,,3.0,,
97894,Austin,Texas,2021-05-12,24.0,,,,,
100508,Salt Lake City,Utah,2021-05-12,24.0,28.0,,7.0,,
55932,Helena,Montana,2021-05-12,25.0,,,,,
23166,Honolulu,Hawaii,2021-05-12,14.0,26.0,,,,
48441,Saint Pau,Minnesota,2021-05-12,20.0,,,,,
109194,Olympia,Washington,2021-05-12,31.0,31.0,,,,
88436,Providence,Rhode Island,2021-05-12,16.0,28.0,,2.0,,1.0
113,Montgomery,Alabama,2021-05-12,31.0,21.0,,,,
15068,Hartford,Connecticut,2021-05-12,12.0,13.0,7.0,4.0,,
85816,Harrisburg,Pennsylvania,2021-05-12,13.0,27.0,10.0,6.0,1.0,
17578,Dover,Delaware,2021-05-12,19.0,31.0,,,,
45148,Boston,Massachusetts,2021-05-12,21.0,27.0,,9.0,,1.0
68856,Santa Fe,New Mexico,2021-05-12,20.0,32.0,,,,
22699,Atlanta,Georgia,2021-05-12,35.0,24.0,,,1.0,
113991,Cheyenne,Wyoming,2021-05-12,6.0,38.0,4.0,2.0,,
28221,Springfield,Illinois,2021-05-12,33.0,,,,,
53422,Jefferson City,Missouri,2021-05-12,31.0,,,2.0,,1.0
4912,Phoenix,Arizona,2021-05-12,40.0,51.0,40.0,,,4.0
101125,Montpelier,Vermont,2021-05-12,9.0,30.0,,,,
12661,Denver,Colorado,2021-05-12,19.0,18.0,9.0,6.0,,2.0
73721,Raleigh,North Carolina,2021-05-12,22.0,24.0,9.0,4.0,4.0,1.0
39599,Baton Rouge,Louisiana,2021-05-12,29.0,21.0,9.0,1.0,,1.0
40237,Augusta,Maine,2021-05-12,18.0,,,,,
9815,Little Rock,Arkansas,2021-05-12,,25.0,,,,
93435,Pierre,South Dakota,2021-05-12,8.0,,,,,
32200,Des Moines,Iowa,2021-05-12,25.0,32.0,,7.0,,
95630,Nashville,Tennessee,2021-05-12,30.0,,,,,
71437,Albany,New York,2021-05-12,6.0,,,,,
80901,Oklahoma City,Oklahoma,2021-05-12,34.0,,17.0,11.0,,5.0
37180,Frankfort,Kentucky,2021-05-12,29.0,31.0,,,,
83333,Salem,Oregon,2021-05-12,17.0,38.0,,,,
50920,Jackson,Mississippi,2021-05-12,37.0,21.0,12.0,,5.0,1.0
20061,Tallahassee,Florida,2021-05-12,30.0,11.0,,,,
78611,Columbus,Ohio,2021-05-12,20.0,29.0,,,,
78011,Bismarck,North Dakota,2021-05-12,,35.0,19.0,3.0,3.0,1.0
106348,Olympia,Washington,2021-05-12,14.0,28.0,,,,
95631,Nashville,Tennessee,2021-05-13,13.0,,,,,
15069,Hartford,Connecticut,2021-05-13,11.0,15.0,12.0,22.0,,
40238,Augusta,Maine,2021-05-13,15.0,,,,,
60831,Carson City,Nevada,2021-05-13,21.0,51.0,,,,
68857,Santa Fe,New Mexico,2021-05-13,13.0,46.0,,,,
73722,Raleigh,North Carolina,2021-05-13,22.0,34.0,16.0,,,1.0
48442,Saint Pau,Minnesota,2021-05-13,34.0,,,,,
4913,Phoenix,Arizona,2021-05-13,47.0,47.0,47.0,,,2.0
23167,Honolulu,Hawaii,2021-05-13,14.0,23.0,,,,
111351,Madison,Wisconsin,2021-05-13,20.0,39.0,15.0,,,
100509,Salt Lake City,Utah,2021-05-13,20.0,27.0,,9.0,,
34748,Topeka,Kansas,2021-05-13,33.0,36.0,20.0,,,
20062,Tallahassee,Florida,2021-05-13,24.0,10.0,,,,
45149,Boston,Massachusetts,2021-05-13,19.0,30.0,,15.0,,1.0
58426,Lincoln,Nebraska,2021-05-13,18.0,,,,,
31671,Indianapolis,Idiana,2021-05-13,,19.0,,21.0,,8.0
106349,Olympia,Washington,2021-05-13,13.0,30.0,,,,
80652,Columbus,Ohio,2021-05-13,,35.0,,,,
10084,Sacramento,California,2021-05-13,28.0,,,1.0,,
50921,Jackson,Mississippi,2021-05-13,32.0,34.0,13.0,,,
17579,Dover,Delaware,2021-05-13,12.0,37.0,,,,
28222,Springfield,Illinois,2021-05-13,23.0,,,,,
22700,Atlanta,Georgia,2021-05-13,30.0,32.0,,,1.0,
42641,Annapolis,Maryland,2021-05-13,21.0,,,11.0,,
114,Montgomery,Alabama,2021-05-13,19.0,32.0,,,,
78012,Bismarck,North Dakota,2021-05-13,,32.0,18.0,3.0,3.0,1.0
101126,Montpelier,Vermont,2021-05-13,10.0,38.0,,,1.0,
63501,Concord,New Hampshire,2021-05-13,8.0,34.0,9.0,,1.0,1.0
53423,Jefferson City,Missouri,2021-05-13,12.0,,,9.0,,2.0
85817,Harrisburg,Pennsylvania,2021-05-13,15.0,32.0,14.0,9.0,1.0,
32201,Des Moines,Iowa,2021-05-13,27.0,36.0,,5.0,,
37181,Frankfort,Kentucky,2021-05-13,9.0,35.0,,,,
25711,Boise,Idaho,2021-05-13,29.0,,24.0,,1.0,5.0
39600,Baton Rouge,Louisiana,2021-05-13,32.0,29.0,12.0,,,1.0
103643,Richmond,Virginia,2021-05-13,12.0,18.0,,2.0,,
65980,Trenton,New Jersey,2021-05-13,33.0,38.0,,4.0,,
12662,Denver,Colorado,2021-05-13,29.0,16.0,8.0,5.0,,2.0
97895,Austin,Texas,2021-05-13,15.0,,,,,
113992,Cheyenne,Wyoming,2021-05-13,12.0,39.0,7.0,3.0,,
48014,Lansing,Michigan,2021-05-13,20.0,33.0,,8.0,,
80902,Oklahoma City,Oklahoma,2021-05-13,41.0,,24.0,18.0,,6.0
109195,Olympia,Washington,2021-05-13,16.0,38.0,,,,
83334,Salem,Oregon,2021-05-13,19.0,36.0,,,,
88437,Providence,Rhode Island,2021-05-13,19.0,31.0,,6.0,,1.0
91915,Columbia,South Carolina,2021-05-13,,24.0,,,,1.0
9816,Little Rock,Arkansas,2021-05-13,,33.0,,,,
55933,Helena,Montana,2021-05-13,31.0,,,,,
2481,Juneau,Alaska,2021-05-13,10.0,,2.0,,,
111352,Madison,Wisconsin,2021-05-14,25.0,45.0,16.0,,,
42642,Annapolis,Maryland,2021-05-14,15.0,,,13.0,,
53424,Jefferson City,Missouri,2021-05-14,21.0,,,15.0,,4.0
58427,Lincoln,Nebraska,2021-05-14,10.0,,,,,
100510,Salt Lake City,Utah,2021-05-14,30.0,27.0,,6.0,,
78013,Bismarck,North Dakota,2021-05-14,,39.0,16.0,5.0,5.0,1.0
45150,Boston,Massachusetts,2021-05-14,26.0,34.0,,14.0,,2.0
65981,Trenton,New Jersey,2021-05-14,26.0,40.0,,4.0,,
48015,Lansing,Michigan,2021-05-14,24.0,40.0,,7.0,,
83335,Salem,Oregon,2021-05-14,14.0,31.0,,,,
12663,Denver,Colorado,2021-05-14,20.0,16.0,16.0,7.0,,2.0
115,Montgomery,Alabama,2021-05-14,15.0,36.0,,,,
10085,Sacramento,California,2021-05-14,17.0,,,1.0,,
60832,Carson City,Nevada,2021-05-14,22.0,46.0,,,,
55934,Helena,Montana,2021-05-14,26.0,,,,,
68858,Santa Fe,New Mexico,2021-05-14,29.0,49.0,,,,
95632,Nashville,Tennessee,2021-05-14,18.0,,,,,
15070,Hartford,Connecticut,2021-05-14,23.0,17.0,14.0,3.0,,
80903,Oklahoma City,Oklahoma,2021-05-14,47.0,,22.0,14.0,,7.0
9817,Little Rock,Arkansas,2021-05-14,,36.0,,,,
97896,Austin,Texas,2021-05-14,35.0,,,,,
80653,Columbus,Ohio,2021-05-14,,42.0,,,,
113993,Cheyenne,Wyoming,2021-05-14,9.0,40.0,6.0,1.0,,
93436,Pierre,South Dakota,2021-05-14,10.0,,,,,
48443,Saint Pau,Minnesota,2021-05-14,27.0,,,,,
101127,Montpelier,Vermont,2021-05-14,16.0,35.0,,,,
85818,Harrisburg,Pennsylvania,2021-05-14,22.0,38.0,19.0,10.0,1.0,
4914,Phoenix,Arizona,2021-05-14,24.0,41.0,24.0,,,2.0
88438,Providence,Rhode Island,2021-05-14,32.0,39.0,,6.0,,2.0
50922,Jackson,Mississippi,2021-05-14,26.0,36.0,14.0,,,1.0
63502,Concord,New Hampshire,2021-05-14,17.0,35.0,12.0,,1.0,1.0
73723,Raleigh,North Carolina,2021-05-14,20.0,38.0,11.0,3.0,3.0,1.0
2482,Juneau,Alaska,2021-05-14,8.0,,2.0,,,
91916,Columbia,South Carolina,2021-05-14,,30.0,,,,1.0
28223,Springfield,Illinois,2021-05-14,32.0,,,,,
34749,Topeka,Kansas,2021-05-14,31.0,36.0,20.0,,,
40239,Augusta,Maine,2021-05-14,21.0,,,,,
23168,Honolulu,Hawaii,2021-05-14,19.0,19.0,,,,
109196,Olympia,Washington,2021-05-14,31.0,42.0,,,,
32202,Des Moines,Iowa,2021-05-14,21.0,32.0,,5.0,,
20063,Tallahassee,Florida,2021-05-14,17.0,20.0,,,,
25712,Boise,Idaho,2021-05-14,23.0,,24.0,,1.0,5.0
39601,Baton Rouge,Louisiana,2021-05-14,54.0,35.0,14.0,1.0,,1.0
106350,Olympia,Washington,2021-05-14,12.0,26.0,,,,
29708,Indianapolis,Idiana,2021-05-14,32.0,41.0,,17.0,,11.0
17580,Dover,Delaware,2021-05-14,18.0,38.0,,,,
103644,Richmond,Virginia,2021-05-14,18.0,18.0,,3.0,,
37182,Frankfort,Kentucky,2021-05-14,14.0,40.0,,,,
22701,Atlanta,Georgia,2021-05-14,25.0,41.0,,,1.0,
15071,Hartford,Connecticut,2021-05-15,27.0,19.0,16.0,2.0,,
40240,Augusta,Maine,2021-05-15,26.0,,,,,
88439,Providence,Rhode Island,2021-05-15,34.0,38.0,,4.0,,1.0
22702,Atlanta,Georgia,2021-05-15,36.0,45.0,,,1.0,
103645,Richmond,Virginia,2021-05-15,24.0,22.0,,2.0,,
78014,Bismarck,North Dakota,2021-05-15,,42.0,21.0,4.0,4.0,1.0
60833,Carson City,Nevada,2021-05-15,19.0,40.0,,,,
111353,Madison,Wisconsin,2021-05-15,34.0,37.0,12.0,,,
28224,Springfield,Illinois,2021-05-15,44.0,,,,,
53425,Jefferson City,Missouri,2021-05-15,36.0,,,10.0,,2.0
93437,Pierre,South Dakota,2021-05-15,10.0,,,,,
101128,Montpelier,Vermont,2021-05-15,19.0,40.0,,,,
116,Montgomery,Alabama,2021-05-15,25.0,42.0,,,,
4915,Phoenix,Arizona,2021-05-15,27.0,36.0,27.0,,,2.0
73724,Raleigh,North Carolina,2021-05-15,23.0,39.0,12.0,7.0,7.0,2.0
97897,Austin,Texas,2021-05-15,49.0,,,,,
48444,Saint Pau,Minnesota,2021-05-15,21.0,,,,,
68859,Santa Fe,New Mexico,2021-05-15,48.0,46.0,,,,
9818,Little Rock,Arkansas,2021-05-15,,42.0,,,,
34750,Topeka,Kansas,2021-05-15,24.0,31.0,13.0,,,
42643,Annapolis,Maryland,2021-05-15,24.0,,,10.0,,
109197,Olympia,Washington,2021-05-15,27.0,47.0,,,,
85819,Harrisburg,Pennsylvania,2021-05-15,32.0,42.0,20.0,6.0,1.0,
37183,Frankfort,Kentucky,2021-05-15,22.0,44.0,,,,
17581,Dover,Delaware,2021-05-15,20.0,44.0,,,,
12664,Denver,Colorado,2021-05-15,36.0,13.0,18.0,4.0,,1.0
100511,Salt Lake City,Utah,2021-05-15,34.0,32.0,,2.0,,
23169,Honolulu,Hawaii,2021-05-15,13.0,27.0,,,,
55935,Helena,Montana,2021-05-15,27.0,,,,,
65982,Trenton,New Jersey,2021-05-15,26.0,41.0,,5.0,,
50923,Jackson,Mississippi,2021-05-15,30.0,37.0,16.0,,,1.0
25713,Boise,Idaho,2021-05-15,23.0,,25.0,,1.0,5.0
45151,Boston,Massachusetts,2021-05-15,39.0,35.0,,10.0,,2.0
20064,Tallahassee,Florida,2021-05-15,30.0,23.0,,,,
113994,Cheyenne,Wyoming,2021-05-15,12.0,32.0,11.0,2.0,,
78612,Columbus,Ohio,2021-05-15,9.0,50.0,,,,
63503,Concord,New Hampshire,2021-05-15,23.0,38.0,19.0,,1.0,1.0
32203,Des Moines,Iowa,2021-05-15,26.0,33.0,,3.0,,
39602,Baton Rouge,Louisiana,2021-05-15,80.0,46.0,20.0,1.0,,2.0
58428,Lincoln,Nebraska,2021-05-15,17.0,,,,,
29709,Indianapolis,Idiana,2021-05-15,45.0,42.0,,11.0,,6.0
80904,Oklahoma City,Oklahoma,2021-05-15,36.0,,20.0,10.0,,6.0
10086,Sacramento,California,2021-05-15,26.0,,,1.0,,
95633,Nashville,Tennessee,2021-05-15,34.0,,,,,
106351,Olympia,Washington,2021-05-15,15.0,31.0,,,,
83336,Salem,Oregon,2021-05-15,15.0,33.0,,,,
2483,Juneau,Alaska,2021-05-15,8.0,,1.0,,,
91917,Columbia,South Carolina,2021-05-15,,35.0,,,,1.0
48016,Lansing,Michigan,2021-05-15,34.0,46.0,,6.0,,
22703,Atlanta,Georgia,2021-05-16,49.0,44.0,,,1.0,
93438,Pierre,South Dakota,2021-05-16,16.0,,,,,
101129,Montpelier,Vermont,2021-05-16,18.0,43.0,,,,
28225,Springfield,Illinois,2021-05-16,30.0,,,,,
73725,Raleigh,North Carolina,2021-05-16,28.0,37.0,16.0,2.0,2.0,2.0
117,Montgomery,Alabama,2021-05-16,35.0,43.0,,,,
42644,Annapolis,Maryland,2021-05-16,29.0,,,8.0,,
34751,Topeka,Kansas,2021-05-16,31.0,24.0,13.0,,,
2484,Juneau,Alaska,2021-05-16,13.0,,4.0,,,
88440,Providence,Rhode Island,2021-05-16,34.0,42.0,,4.0,,1.0
106352,Olympia,Washington,2021-05-16,23.0,25.0,8.0,,,
80905,Oklahoma City,Oklahoma,2021-05-16,43.0,,14.0,9.0,,5.0
50924,Jackson,Mississippi,2021-05-16,40.0,37.0,17.0,,,
32204,Des Moines,Iowa,2021-05-16,35.0,33.0,,3.0,,
65983,Trenton,New Jersey,2021-05-16,43.0,43.0,,3.0,,
12665,Denver,Colorado,2021-05-16,57.0,9.0,14.0,5.0,,2.0
48445,Saint Pau,Minnesota,2021-05-16,30.0,,,,,
23170,Honolulu,Hawaii,2021-05-16,19.0,26.0,,,,
40011,Baton Rouge,Louisiana,2021-05-16,,47.0,15.0,,,1.0
15072,Hartford,Connecticut,2021-05-16,31.0,20.0,15.0,1.0,,
60834,Carson City,Nevada,2021-05-16,20.0,37.0,,,,
109198,Olympia,Washington,2021-05-16,36.0,40.0,,,,
58429,Lincoln,Nebraska,2021-05-16,27.0,,,,,
78015,Bismarck,North Dakota,2021-05-16,,38.0,25.0,2.0,2.0,1.0
78613,Columbus,Ohio,2021-05-16,23.0,44.0,,,,
103646,Richmond,Virginia,2021-05-16,32.0,18.0,,1.0,,
29710,Indianapolis,Idiana,2021-05-16,58.0,41.0,,5.0,,3.0
20065,Tallahassee,Florida,2021-05-16,32.0,23.0,,,,
40241,Augusta,Maine,2021-05-16,28.0,,,,,
111354,Madison,Wisconsin,2021-05-16,32.0,42.0,13.0,,,
53426,Jefferson City,Missouri,2021-05-16,34.0,,,6.0,,2.0
48017,Lansing,Michigan,2021-05-16,38.0,43.0,,5.0,,
10087,Sacramento,California,2021-05-16,33.0,,,1.0,,
45152,Boston,Massachusetts,2021-05-16,46.0,40.0,,9.0,,1.0
97898,Austin,Texas,2021-05-16,31.0,,,,,
100512,Salt Lake City,Utah,2021-05-16,32.0,28.0,,2.0,,
68860,Santa Fe,New Mexico,2021-05-16,26.0,45.0,,,,
17582,Dover,Delaware,2021-05-16,28.0,39.0,,,,
37184,Frankfort,Kentucky,2021-05-16,30.0,36.0,,,,
85820,Harrisburg,Pennsylvania,2021-05-16,36.0,33.0,17.0,6.0,1.0,
83337,Salem,Oregon,2021-05-16,19.0,37.0,,,,
4916,Phoenix,Arizona,2021-05-16,28.0,38.0,28.0,,,2.0
55936,Helena,Montana,2021-05-16,34.0,,,,,
95634,Nashville,Tennessee,2021-05-16,41.0,,,,,
25714,Boise,Idaho,2021-05-16,27.0,,25.0,,1.0,5.0
113995,Cheyenne,Wyoming,2021-05-16,25.0,36.0,5.0,1.0,,
63504,Concord,New Hampshire,2021-05-16,29.0,44.0,14.0,,1.0,1.0
91918,Columbia,South Carolina,2021-05-16,,40.0,,,,2.0
9819,Little Rock,Arkansas,2021-05-16,,36.0,,,,
88441,Providence,Rhode Island,2021-05-17,40.0,44.0,,5.0,,1.0
25715,Boise,Idaho,2021-05-17,25.0,,21.0,,1.0,
65984,Trenton,New Jersey,2021-05-17,39.0,52.0,,5.0,,
50925,Jackson,Mississippi,2021-05-17,40.0,26.0,16.0,,4.0,
48018,Lansing,Michigan,2021-05-17,43.0,46.0,,8.0,,
60835,Carson City,Nevada,2021-05-17,20.0,38.0,,,,
100513,Salt Lake City,Utah,2021-05-17,28.0,40.0,,3.0,,
29711,Indianapolis,Idiana,2021-05-17,39.0,28.0,,3.0,,3.0
109199,Olympia,Washington,2021-05-17,36.0,15.0,,,,
17583,Dover,Delaware,2021-05-17,17.0,45.0,,,,
93439,Pierre,South Dakota,2021-05-17,11.0,,,,,
85821,Harrisburg,Pennsylvania,2021-05-17,46.0,43.0,18.0,9.0,1.0,
101130,Montpelier,Vermont,2021-05-17,20.0,46.0,,,,
63505,Concord,New Hampshire,2021-05-17,28.0,43.0,12.0,,1.0,1.0
40012,Baton Rouge,Louisiana,2021-05-17,,31.0,19.0,1.0,,1.0
10088,Sacramento,California,2021-05-17,27.0,,,1.0,,
22704,Atlanta,Georgia,2021-05-17,49.0,45.0,,,1.0,
97899,Austin,Texas,2021-05-17,18.0,,,,,
53427,Jefferson City,Missouri,2021-05-17,38.0,,,6.0,,2.0
40242,Augusta,Maine,2021-05-17,36.0,,,,,
34752,Topeka,Kansas,2021-05-17,34.0,29.0,14.0,,,
103647,Richmond,Virginia,2021-05-17,32.0,20.0,,1.0,,
78016,Bismarck,North Dakota,2021-05-17,,42.0,16.0,2.0,2.0,1.0
42645,Annapolis,Maryland,2021-05-17,25.0,,,13.0,,
78614,Columbus,Ohio,2021-05-17,24.0,36.0,,,,
113996,Cheyenne,Wyoming,2021-05-17,13.0,37.0,6.0,3.0,1.0,
91919,Columbia,South Carolina,2021-05-17,,43.0,,,,1.0
95635,Nashville,Tennessee,2021-05-17,48.0,,,,,
118,Montgomery,Alabama,2021-05-17,39.0,41.0,,,,
73726,Raleigh,North Carolina,2021-05-17,43.0,43.0,16.0,2.0,2.0,1.0
106353,Olympia,Washington,2021-05-17,21.0,31.0,7.0,,,
28226,Springfield,Illinois,2021-05-17,28.0,,,,,
48446,Saint Pau,Minnesota,2021-05-17,43.0,,,,,
23171,Honolulu,Hawaii,2021-05-17,15.0,25.0,,,,
83338,Salem,Oregon,2021-05-17,18.0,25.0,,,,
15073,Hartford,Connecticut,2021-05-17,33.0,20.0,16.0,2.0,,
55937,Helena,Montana,2021-05-17,28.0,,,,,
9820,Little Rock,Arkansas,2021-05-17,,39.0,,,,
20066,Tallahassee,Florida,2021-05-17,33.0,22.0,,,,
111355,Madison,Wisconsin,2021-05-17,43.0,49.0,19.0,,,
4917,Phoenix,Arizona,2021-05-17,25.0,40.0,25.0,,,2.0
68861,Santa Fe,New Mexico,2021-05-17,20.0,44.0,,,,
37185,Frankfort,Kentucky,2021-05-17,26.0,29.0,,,,
2485,Juneau,Alaska,2021-05-17,16.0,,7.0,,,
45153,Boston,Massachusetts,2021-05-17,40.0,37.0,,15.0,,2.0
80906,Oklahoma City,Oklahoma,2021-05-17,35.0,,14.0,11.0,,6.0
32205,Des Moines,Iowa,2021-05-17,36.0,31.0,,3.0,,
12666,Denver,Colorado,2021-05-17,50.0,15.0,13.0,7.0,,2.0
58430,Lincoln,Nebraska,2021-05-17,21.0,,,,,
23172,Honolulu,Hawaii,2021-05-18,13.0,25.0,,,,
39603,Baton Rouge,Louisiana,2021-05-18,99.0,35.0,5.0,1.0,,1.0
101131,Montpelier,Vermont,2021-05-18,21.0,46.0,,,,1.0
4918,Phoenix,Arizona,2021-05-18,34.0,44.0,34.0,,,2.0
9821,Little Rock,Arkansas,2021-05-18,,25.0,,,,
29712,Indianapolis,Idiana,2021-05-18,37.0,32.0,,4.0,,3.0
85822,Harrisburg,Pennsylvania,2021-05-18,48.0,49.0,20.0,9.0,1.0,
48019,Lansing,Michigan,2021-05-18,47.0,50.0,,8.0,,
63506,Concord,New Hampshire,2021-05-18,26.0,46.0,15.0,,1.0,1.0
65985,Trenton,New Jersey,2021-05-18,18.0,54.0,,3.0,,
55938,Helena,Montana,2021-05-18,38.0,,,,,
20067,Tallahassee,Florida,2021-05-18,37.0,19.0,,,,
78615,Columbus,Ohio,2021-05-18,29.0,42.0,,,,
91920,Columbia,South Carolina,2021-05-18,,48.0,,,,1.0
113997,Cheyenne,Wyoming,2021-05-18,10.0,36.0,6.0,3.0,1.0,
40243,Augusta,Maine,2021-05-18,31.0,,,,,
12667,Denver,Colorado,2021-05-18,40.0,14.0,7.0,6.0,,2.0
68862,Santa Fe,New Mexico,2021-05-18,19.0,40.0,,,,
97900,Austin,Texas,2021-05-18,29.0,,,,,
111356,Madison,Wisconsin,2021-05-18,52.0,36.0,17.0,,1.0,
22705,Atlanta,Georgia,2021-05-18,56.0,33.0,,,1.0,
103648,Richmond,Virginia,2021-05-18,30.0,23.0,,1.0,,
45154,Boston,Massachusetts,2021-05-18,43.0,43.0,,16.0,,1.0
109200,Olympia,Washington,2021-05-18,39.0,41.0,,,,
83339,Salem,Oregon,2021-05-18,9.0,31.0,,,,
17584,Dover,Delaware,2021-05-18,24.0,43.0,,,,
78017,Bismarck,North Dakota,2021-05-18,,32.0,20.0,2.0,2.0,1.0
119,Montgomery,Alabama,2021-05-18,37.0,31.0,,,,
50926,Jackson,Mississippi,2021-05-18,30.0,24.0,14.0,,2.0,
42646,Annapolis,Maryland,2021-05-18,29.0,,,15.0,,
95636,Nashville,Tennessee,2021-05-18,54.0,,,,,
80907,Oklahoma City,Oklahoma,2021-05-18,29.0,,16.0,14.0,,6.0
25716,Boise,Idaho,2021-05-18,25.0,,34.0,,,5.0
106354,Olympia,Washington,2021-05-18,7.0,29.0,7.0,,,
60836,Carson City,Nevada,2021-05-18,30.0,42.0,,,,
58431,Lincoln,Nebraska,2021-05-18,20.0,,,,,
34753,Topeka,Kansas,2021-05-18,35.0,27.0,12.0,,,
10089,Sacramento,California,2021-05-18,15.0,,,1.0,,
37186,Frankfort,Kentucky,2021-05-18,40.0,38.0,,,,
15074,Hartford,Connecticut,2021-05-18,31.0,23.0,19.0,3.0,,
93440,Pierre,South Dakota,2021-05-18,18.0,,,,,
53428,Jefferson City,Missouri,2021-05-18,31.0,,,5.0,,2.0
2486,Juneau,Alaska,2021-05-18,26.0,,20.0,,,
48447,Saint Pau,Minnesota,2021-05-18,38.0,,,,,
32206,Des Moines,Iowa,2021-05-18,30.0,27.0,,3.0,,
100514,Salt Lake City,Utah,2021-05-18,24.0,40.0,,4.0,,
88442,Providence,Rhode Island,2021-05-18,45.0,53.0,,8.0,1.0,2.0
28227,Springfield,Illinois,2021-05-18,31.0,,,,,
73727,Raleigh,North Carolina,2021-05-18,42.0,39.0,13.0,2.0,2.0,1.0
58432,Lincoln,Nebraska,2021-05-19,10.0,,,,,
39604,Baton Rouge,Louisiana,2021-05-19,22.0,35.0,13.0,1.0,,1.0
40244,Augusta,Maine,2021-05-19,32.0,,,,,
111357,Madison,Wisconsin,2021-05-19,50.0,31.0,16.0,,,
23173,Honolulu,Hawaii,2021-05-19,17.0,24.0,,,,
10090,Sacramento,California,2021-05-19,21.0,,,1.0,,
15075,Hartford,Connecticut,2021-05-19,39.0,20.0,20.0,3.0,,
109201,Olympia,Washington,2021-05-19,44.0,46.0,,,,
71438,Albany,New York,2021-05-19,38.0,,,,,
95637,Nashville,Tennessee,2021-05-19,43.0,,,,,
78018,Bismarck,North Dakota,2021-05-19,,37.0,19.0,2.0,2.0,1.0
60837,Carson City,Nevada,2021-05-19,32.0,42.0,,,,
45155,Boston,Massachusetts,2021-05-19,40.0,32.0,,11.0,,1.0
20068,Tallahassee,Florida,2021-05-19,29.0,18.0,,,,
48020,Lansing,Michigan,2021-05-19,54.0,41.0,,8.0,,
85823,Harrisburg,Pennsylvania,2021-05-19,50.0,54.0,24.0,11.0,1.0,
22706,Atlanta,Georgia,2021-05-19,46.0,36.0,,,1.0,
28228,Springfield,Illinois,2021-05-19,33.0,,,,,
9822,Little Rock,Arkansas,2021-05-19,,26.0,,,,
106355,Olympia,Washington,2021-05-19,8.0,29.0,,,,
42647,Annapolis,Maryland,2021-05-19,37.0,,,10.0,,
120,Montgomery,Alabama,2021-05-19,27.0,32.0,,,,
2487,Juneau,Alaska,2021-05-19,46.0,,10.0,,,
93441,Pierre,South Dakota,2021-05-19,11.0,,,,,
34754,Topeka,Kansas,2021-05-19,27.0,26.0,10.0,,,
88443,Providence,Rhode Island,2021-05-19,50.0,42.0,,4.0,,1.0
50927,Jackson,Mississippi,2021-05-19,31.0,28.0,18.0,,1.0,
80908,Oklahoma City,Oklahoma,2021-05-19,26.0,,13.0,9.0,,6.0
32207,Des Moines,Iowa,2021-05-19,24.0,27.0,,2.0,,
113998,Cheyenne,Wyoming,2021-05-19,12.0,46.0,9.0,2.0,1.0,
65986,Trenton,New Jersey,2021-05-19,43.0,56.0,,4.0,,
73728,Raleigh,North Carolina,2021-05-19,28.0,50.0,15.0,4.0,4.0,2.0
53429,Jefferson City,Missouri,2021-05-19,40.0,,,5.0,,2.0
48448,Saint Pau,Minnesota,2021-05-19,31.0,,,,,
83340,Salem,Oregon,2021-05-19,12.0,30.0,,,,
97901,Austin,Texas,2021-05-19,26.0,,,,,
101132,Montpelier,Vermont,2021-05-19,27.0,37.0,,,,1.0
68863,Santa Fe,New Mexico,2021-05-19,19.0,42.0,,,,
55939,Helena,Montana,2021-05-19,28.0,,,,,
12668,Denver,Colorado,2021-05-19,25.0,,,,,
